productID;ItemCode;Item;CatID;CatCode;Description;longdescription;PictureThumb;PictureLarge;StatusCode;WarrantyCode;taxable;Weight;Brand;datasheet;sortby;shippingc;picturefeature;showmp;sssort_it
303;BPR30016UA;1USB Print SERVER;59;32;1-USB Port Print Server, 10/100Mbps, Palm Size, Ext.PA, Realtek Chipset, Plastic Case, Full Protocol.;"<html>

<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252"">
<meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0"">
<meta name=""ProgId"" content=""FrontPage.Editor.Document"">
<title>New Page 1</title>
</head>

<body>

<p class=""MsoNormal"" style=""margin-right:.25in""><font face=""Verdana""><b><font size=""4"">KEY
SOFTWARE SPECIFICATION:</font></b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt"">†<o:p>
</o:p>
</span></font></p>
<p style=""margin-top: 1""><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span></font><font face=""Verdana"" size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Network
Operating System Support</span></font></b><font face=""Verdana"" size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font face=""Verdana""><br>
†† Windows 95/98/98SE/Me, Windows NT 4.0/2000/XP, </font></span>
<p style=""margin-top: 1""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font face=""Verdana"">††
Mac OS 8.1 or higher, UNIX/Linux, NetWare † (Bindery/NDS) <o:p>
</o:p>
</font></span></p>
<font face=""Verdana""><b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Network
Protocol Support</span></font></b><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><br>
†† TCP/IP, IPX, NetBEUI, AppleTalk, LPR <o:p>
</o:p>
</span></font>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">Internet
Printing Protocol (IPP) Support </font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">Windows
Print Monitor Technology </font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">DHCP
(client) Support</font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><font face=""Verdana""><b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Management</span></font></b><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><br>
†† Web Interface, Windows-based Setup Program, Telnet <o:p>
</o:p>
</span></font>
<p><font face=""Verdana""><b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Software
Upgradeable</span></font></b><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><br>
<span style=""mso-spacerun: yes"">††† </span>(via TFTP or
Windows-based Setup Program) <o:p>
</o:p>
</span></font>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">SNMP
& HP Web JetAdmin Support</font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><b style=""mso-bidi-font-weight:normal""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-fareast-font-family: Times New Roman; mso-bidi-font-family: Arial; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><font face=""Verdana""><br style=""mso-special-character:line-break"">
<br style=""mso-special-character:line-break"">
</font></span></b>

</body>

</html>
";pimages/bpr30012uathum.jpg;pimages/BPR30016UA_b.gif;S001;W005;No;0;BayLan;pimages/BPR30016UA.pdf;99;Yes;;No;2
304;BPR30036UPA3;2USB+1Parallel Print Server;59;32;2-USB+1-Parallel Ports Print Server, 10/100Mbps, DT, Ext.PA, Realtek Chipset, Plastic Case, Full Protocol.;"<html>

<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252"">
<meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0"">
<meta name=""ProgId"" content=""FrontPage.Editor.Document"">
<title>New Page 1</title>
</head>

<body>

<p class=""MsoNormal"" style=""margin-right:.25in""><font face=""Verdana""><b><font size=""4"">KEY
SOFTWARE SPECIFICATION:</font></b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt"">†<o:p>
</o:p>
</span></font></p>
<p style=""margin-top: 1""><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span></font><font face=""Verdana"" size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Network
Operating System Support</span></font></b><font face=""Verdana"" size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font face=""Verdana""><br>
†† Windows 95/98/98SE/Me, Windows NT 4.0/2000/XP, </font></span>
<p style=""margin-top: 1""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font face=""Verdana"">††
Mac OS 8.1 or higher, UNIX/Linux, NetWare † (Bindery/NDS) <o:p>
</o:p>
</font></span></p>
<font face=""Verdana""><b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Network
Protocol Support</span></font></b><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><br>
†† TCP/IP, IPX, NetBEUI, AppleTalk, LPR <o:p>
</o:p>
</span></font>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">Internet
Printing Protocol (IPP) Support </font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">Windows
Print Monitor Technology </font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">DHCP
(client) Support</font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><font face=""Verdana""><b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Management</span></font></b><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><br>
†† Web Interface, Windows-based Setup Program, Telnet <o:p>
</o:p>
</span></font>
<p><font face=""Verdana""><b><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">Software
Upgradeable</span></font></b><font size=""3""><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">
:</span></font><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><br>
<span style=""mso-spacerun: yes"">††† </span>(via TFTP or
Windows-based Setup Program) <o:p>
</o:p>
</span></font>
<p><b><font face=""Verdana""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial"">*†
</span><span style=""mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><font size=""3"">SNMP
& HP Web JetAdmin Support</font></span><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-bidi-font-family: Arial""><o:p>
</o:p>
</span></font></b>
<p><b style=""mso-bidi-font-weight:normal""><span style=""font-size: 10.0pt; mso-bidi-font-size: 12.0pt; mso-fareast-font-family: Times New Roman; mso-bidi-font-family: Arial; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><font face=""Verdana""><br style=""mso-special-character:line-break"">
<br style=""mso-special-character:line-break"">
</font></span></b>

</body>

</html>
";pimages/bpr30032up3thum.jpg;pimages/BPR30036upa3_big.gif;S001;W005;No;0;BayLan;pimages/bpr30032upa3dsheet.pdf;99;Yes;;No;3
305;3KVA EVR;3KVA EVR;68;114;Stablizer 3KVA;;pimages/xkvaxvrthum.gif;;S008;W008;No;0;Cell;;99;Yes;;No;0
306;5KVA EVR;5KVA EVR;68;114;Stablizer 5KVA;;pimages/xkvaxvrthum.gif;;S008;W008;No;0;Cell;;99;Yes;;No;0
307;3KVA AVR;3KVA AVR;68;115;Stablizer  3KVA;;pimages/xkvaxvrthum.gif;;S008;W008;No;0;Cell;;99;Yes;;No;1
308;5KVA AVR;5KVA AVR;68;115;Stablizer  5KVA;;pimages/xkvaxvrthum.gif;;S008;W008;No;0;Cell;;99;Yes;;No;2
309;10KVA AVR;10KVA AVR;68;115;Stablizer 10KVA;;pimages/xkvaxvrthum.gif;;S008;W008;No;0;Cell;;99;Yes;;No;3
310;BNR30D31U5;PCI 10/100 RTL8139D 5PCS;59;116;"32-bit PCI 10/100 Card Realtek,  RTL8139D Chipset, With Bios Socket (5Pcs Pack)
";"* Complies with IEEE802.3u Standard<br>
* 32-bit BUS Master<br>
* Support full-duplex & flow control (IEEE802.3X)<BR>
* Support Auto-negotiation<br>
* 10/100Mbps Auto-sense speeds to the attached Hub<br>
*Single RJ-45 connector supports 10Base-T and 100Base-TX operation<br>
* PCI System complies to PCI Spec 2.0/2.1<br>
* Hardware interrupt:PCI interrupt A<br>
* 2 LEDsfor monitoring operation status<br>
* Optional:wake-on-lan<br>
* FCC CLASS A, CE<BR> ";pimages/bnr30d32uthum.gif;pimages/bnr30d32u5.jpg;S005;W008;No;0;BayLan;;99;Yes;;No;0
311;PM GS3 24;24Port Patchmax GS;60;117;24Port PATCHMAX  Cat-6 Rackmount 700173735;;pimages/PM-GS3-24_t.jpg;pimages/PM-GS3-24_b.jpg;S001;W001;No;0;Systimax;;99;Yes;;No;1
312;MGS-400BH-262;FP Outlet cat-6;60;87;Face Plate I/O Cat-6, 700206725;;pimages/700206725smthum.jpg;pimages/700206725smbig.jpg;S001;W001;No;0;Systimax;;99;Yes;;YES;13
313;GS8E-3FT-A;Drop Cable GS 3FT AVAYA;60;52;3Ft/UTP CAT-6 GigaSpeed CPC3312-03F003 Grey Color;;pimages/CPC3312-03F003thum.jpg;pimages/CPC3312-03F003BIG.jpg;S008;W001;No;0;AVAYA;;99;Yes;;YES;12
314;GS8E-5FT;Drop Cable GS 5FT AVAYA;60;52;5Ft/UTP CAT-6 GigaSpeed CPC3312-03F005 Grey Color;;pimages/cpc3312-03f005thum.jpg;pimages/cpc3312-03f005big.jpg;S008;W001;No;0;AVAYA;;99;Yes;;YES;0
315;GS8E-9FT;Drop Cable GS 9FT AVAYA;60;52;9Ft/UTP CAT-6 GigaSpeed CPC3312-03F009  Grey Color;;pimages/cpc3312-03f009thum.jpg;pimages/cpc3312-03f009big.jpg;S001;W001;No;0;AVAYA;;99;Yes;;YES;17
316;LAG-960TR;Hand-Held Laser Scanner 380MM;69;131;Barcode Hand-Held Laser Scanner, Built-in Decoder, 380mm Read Distance, KB Interface (Metrologic Engine);;pimages/lan960nrthum.jpg;pimages/lag960xrbig.jpg;S008;W004;No;0;BayLan;pimages/;99;Yes;pimages/;No;0
319;108601881;FP Outlet Cat-6 300BH;60;87;Face Plate I/O Cat-6, MGS300BH-262;;;;S008;W001;No;0.5;AVAYA;;99;Yes;;No;11
320;WB1U;Wall Bracket 1U;60;105;1U Hinged Wall Bracket for 12/16/24P.P;;pimages/wb1uthum.jpg;pimages/wb1ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;3
321;WB2U;Wall Bracket 2U;60;105;2U Hinged Wall Bracket for 32/48P.P;;pimages/wb2uthum.jpg;pimages/wb2ubig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;4
322;NC-501;Tool Stripper Netche;60;88;Cable Universal Stripper for RJ-45 & RG-58;;pimages/bt-s501thum.jpg;pimages/hc501big.jpg;S001;W001;No;0;NetChe;;99;Yes;;No;0
323;NC-568;Tool RJ45/58 NETCHE;60;89;Crimping Tool RJ45, 6&8Pin, Red Color;;pimages/bt568thum.jpg;pimages/bt568nbig.jpg;S008;W001;No;0;NetChe;;99;Yes;;No;14
324;NC-210N;Tool RJ45 NETCHE;60;89;Crimping Tool RJ45, 8Pin,    Orange Color;;pimages/hy210nthum.jpg;pimages/hy21xbig.jpg;S001;W001;No;0;NetChe;;99;Yes;;No;11
325;PM GS3 48;48Port Patchmax GS;60;117;48Port PATCHMAX Cat-6 Rackmount 700173743;;pimages/PMGS3-48_t.jpg;pimages/PMGS3-48_big.jpg;S001;W001;No;0;Systimax;;99;Yes;;No;3
326;GS8E-7FT;Drop Cable GS 7FT AVAYA;60;52;7Ft/UTP Cat-6 GigaSpeed CPC3312-03F007  Grey Color;;pimages/cpc3312-03f007thum.jpg;pimages/cpc3312-03f007big.jpg;S008;W001;No;0;AVAYA;;99;Yes;;No;15
327;BFPLF2WH;FP 2P BL LCOST;60;40;Face Plate 2Port Built-in Shutter 86x86mm (Low Cost);;pimages/BFPLF2WH_thum.jpg;pimages/BFPLF2WH_big.jpg;S008;W001;No;0;BayLan;;99;Yes;;No;1
328;FPLG2WH;FP 2P AVAYA LCOST;60;40;Face Plate 2Port Built-in Shutter 86x86mm(Low Cost);;pimages/avfpluk-lthum.jpg;pimages/avfpluk-lbig.jpg;S001;W001;No;0;AVAYA;;99;Yes;;No;11
329;AKJ3U305;Tel I/O AMP;60;42;Telephone Outlet Cat-3 AMP Locking;;pimages/tioampthum.jpg;pimages/tioampbig.jpg;S001;W001;No;0;AMP;;99;Yes;;No;11
330;AVKJ3U305;Tel I/O AVAYA;60;42;Telephone Outlet Cat-3 AVAYA Locking;;pimages/tioavayathum.jpg;pimages/TIOAVAYAbig.jpg;S001;W001;No;0;AVAYA;;99;Yes;;No;21
331;BDCU5MB;Drop cable 5M A/B;60;94;Drop Cable USB A/B 5MTR;;pimages/bdcuxxxthum.jpg;pimages/bdcuxmxbig.jpg;S001;W001;No;0;BayLan;;99;Yes;;No;14
332;CKPMM1.8M;KVM CABLE 1.8M M/M;63;84;Cable KVM Switch 1.8MTR, M/M, PS2, VGA+KB+Mouse;;pimages/ckpmmxmthum.jpg;pimages/ckpmmxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;11
333;CKPMM3M;KVM CABLE 3M M/M;63;84;Cable KVM Switch   3MTR, M/M, PS2,VGA+KB+Mouse;;pimages/ckpmmxmthum.jpg;pimages/ckpmmxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;12
334;CKPMM4.5M;KVM CABLE 4.5M M/M;63;84;Cable KVM Switch 4.5MTR, M/M, PS2, VGA+KB+Mouse;;pimages/ckpmmxmthum.jpg;pimages/ckpmmxmbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;13
335;MK9540-77A47 KB;HH Laser Scanner MT;69;131;Barcode Hand-Held Laser Scanner, Built-in Decoder, Voyager KB Interface, with Stand;"<html>

<head>
<meta http-equiv=""Content-Language"" content=""en-us"">
<meta name=""GENERATOR"" content=""Microsoft FrontPage 5.0"">
<meta name=""ProgId"" content=""FrontPage.Editor.Document"">
<meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252"">
<title>FEATURES</title>
<style>
<!--
 table.MsoNormalTable
	{mso-style-parent:"""";
	font-size:10.0pt;
	font-family:""Times New Roman""}
 p.MsoNormal
	{mso-style-parent:"""";
	margin-bottom:.0001pt;
	font-size:12.0pt;
	font-family:""Times New Roman"";
	margin-left:0in; margin-right:0in; margin-top:0in}
-->
</style>
</head>

<body>

<h3><span style=""font-family: Arial"">FEATURES</span></h3>
<ul>
  <li><span style=""font-family: Tahoma"">Automatic trigger operation</span></li>
  <li><span style=""font-family: Tahoma"">Decodes all standard 1D, RSS-14, RSS 
  Limited, and RSS<br> expanded bar codes</span></li>
  <li><span style=""font-family: Tahoma"">Firmware updates via Flash ROM</span></li>
  <li><span style=""font-family: Tahoma"">Custom edit the bar code data</span></li>
  <li><span style=""font-family: Tahoma"">User-replaceable, single cable interface 
  to host</span></li>
  <li><span style=""font-family: Tahoma"">Easy programming using WindowsÆ 
  software or bar codes</span></li>
  <li><span style=""font-family: Tahoma"">New trigger mode</span><font face=""Tahoma"">†</font><span style=""font-size:10.0pt;font-family:Arial"">
  </span><span style=""font-size:8.5pt;font-family:Arial"">[<a href=""http://www.metrologic.com/corporate/products/pos/MS9520_m.htm##"" style=""color: blue; text-decoration: underline; text-underline: single""><span style=""font-size: 1.0pt; color: #0051BD; border: 1.0pt none windowtext; padding: 0in"">more 
  info</span></a>]</span><strong><font face=""Tahoma""><br>Model</font><font face=""Tahoma""> 
  MS9540 Only</font></strong></li>
  <li><span style=""font-family: Tahoma"">CodeGate data transmission technology</span></li>
</ul>
<p>†</p>

</body>

</html>";pimages/mk9540thum.gif;pimages/ms9540big.jpg;S001;W005;No;0;Metrologic;pimages/MK9540.pdf;99;Yes;;No;11
336;NC-248;Tester Netche;60;49;Cable Tester with Remote for RJ45(Optional BNC);;pimages/st248thum.jpg;pimages/st248big.jpg;S008;W001;No;0;NetChe;;99;Yes;;No;2
337;NBK110D44;WALL BOX 1P W/OUTLET;60;43;SB 1Port with Outlet;;pimages/NBK1B00B1_thum-.jpg;pimages/NBK1B00B1_big.jpg;S001;W001;No;0;NetChe;;99;Yes;;No;13
338;VS4-20;Splitter 4 20mhz;63;72;VGA Splitter 1PCx4Monitor,  20MHZ;;pimages/vs4-20-thum.jpg;pimages/VS4-20big.jpg;S001;W001;No;0;Generic;;99;Yes;;No;1
339;VS8-20;Splitter 8 20mhz;63;72;VGA Splitter 1PCx8Monitor,  20MHZ;;pimages/vs8-20-thum.jpg;pimages/VS8-20big.jpg;S008;W001;No;0;Generic;;99;Yes;;No;2
341;BNR30D31U;PCI 10/100 w/out ACP+WOL;59;23;32-bit PCI 10/100 Card Realtek, RTL8139D Chipset, With Bios Socket;"* Complies with IEEE802.3u Standard<br>
* 32-bit BUS Master<br>
* Support full-duplex & flow control (IEEE802.3X)<BR>
* Support Auto-negotiation<br>
* 10/100Mbps Auto-sense speeds to the attached Hub<br>
*Single RJ-45 connector supports 10Base-T and 100Base-TX operation<br>
* PCI System complies to PCI Spec 2.0/2.1<br>
* Hardware interrupt:PCI interrupt A<br>
* 2 LEDsfor monitoring operation status<br>
* With ACPI+WOL Funcation (optional WOL Cable)<br>
* FCC CLASS A, CE<BR> ";pimages/BNR30D313U_t.jpg;pimages/BNR30D313U_b.jpg;S001;W008;No;0.2;BayLan;;99;Yes;;No;1
342;PKB-24X;KB+MC STRIPE;69;139;24 Keys Programmable Keyboard Built-in Mouse & Magnetic Strip Reader;;pimages/pkb-24Xthum.jpg;pimages/PKB24Xbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;10
343;CVMM4FT;VGA CABLE 4FT M/M;63;77;Cable VGA    4FT Male to Male;;pimages/cvmm4ftm_mxthum.jpg;pimages/cvmm4ftm_mxbig.jpg;S001;W001;No;0;Generic;;99;Yes;;No;1
344;NCUC5E;Cable UTP NETCHE;60;95;Cable UTP Cat-5E Grey Color;;pimages/ncuc5ethum.jpg;pimages/NCUC5EBIG.jpg;S001;W001;No;0;NetChe;;99;Yes;;No;1
345;NCFC5E;Cable FTP NETCHE;60;95;Cable RJ-45/FTP Cat-5 Enhanced Grey Color;;pimages/bcfc5ethum.jpg;pimages/bcfc5enbig.jpg;S008;W001;No;0;NetChe;;99;Yes;;No;5
346;BCUC5EP;Cable UTP 350 BL;60;118;Cable RJ-45/UTP Cat-5 Enhanced Grey Color (350MHZ);;pimages/bcuc5ethum.jpg;pimages/bcuc5enbig.jpg;S008;W001;No;10;BayLan;pimages/BCUC5E350.pdf;99;Yes;;No;0
347;700211931;Cable UTP AYAYA GS;60;119;Cable RJ-45/UTP Cat-6 1071E Gigaspeed Grey Color;;pimages/700211931thum.jpg;pimages/700211931big.jpg;S008;W001;No;13;AVAYA;;99;Yes;;No;1
348;BCUC6;Cable UTP CAT-6 BL;60;119;Cable RJ-45/UTP Cat-6 Gigaspeed Grey Color;;pimages/bcug250thum.jpg;pimages/bcug25big.jpg;S001;W001;No;0;BayLan;pimages/BCUG250.pdf;99;Yes;pimages/;No;0
349;BSG31363U16;16P SW RM;59;28;16Port STP Switch, 10/100Mbps, Buffer=4Mb, RM, Cascade, Int.PS, ATAN Chipset, Metal Case;;pimages/bsg31363u16thum.gif;pimages/bsg31363u16big.jpg;S008;W008;No;0;BayLan;;99;Yes;;No;23
350;GPS1338-3-;STP CON 3U;60;55;Connector RJ45/STP Shielded Solid+Stranded Wire (Low Cost) (100 PCs);;pimages/bps1883thum.jpg;pimages/GPS1338-3-_b.jpg;S001;W001;No;0;Generic;;99;Yes;;No;25
351;BHT11326U8;8Port Plastic Hub;59;26; 8Port STP Hub, 10Mbps, WM,Cascade, Ext.PA, Tamarak Chipset, Plastic Case;"   *  Complies with IEEE 802.3 10Base-T standard.<br>
  *  Amplifies and real time received signals and transmit the signals to attached host <br>  devices and repeaters.<br>
  *  Performs full multi-port repeater functions specified in IEEE 802.3 standards, <br>  including preamble regeneration and fragment extension.<br>
  *  Detects network collisions and informs participating host devices of the presence <br>  of collision.<br>
  *  Jabber function isolates network failure (Auto Partition) and auto-reconnection <br>  after fault cleared.<br>
  *  Provides 8 STP ports (One port for Uplink), via RJ-45 modular jacks, for <br>  connection to network interface cards and other 10Base-T Hubs.<br>
  *  Provides Link/Receive status LED for each port.<br>
  *  Provides Collision LED for overall Hub status.<br>
  *  External Power Adapter.<br> 
";;;S008;W004;No;0;BayLan;;99;Yes;;No;0
352;BM-02;Bandwidth Tester;60;49;Bandwidth Meter;"<h3>Features :</h3>
LAN/WAN Speed Meter is used for:<br>
 * Broadband and narrow band Internet service bandwidth measurement;<br>
 * LAN connection speed measurement;<br>
 * Broadband router performance measurement.<br>
 * LAN Broadcast packet counts<br>
 * LAN Collision packet counts<br>
 * LAN Error packet counts<br>
 * Useful for LAN traffic diagnostic, analysis.<br>
";pimages/bm02thum.jpg;pimages/bm02big.jpg;S001;W001;No;0;BayLan;pimages/BM-02.pdf;99;Yes;pimages/bm02.jpg;No;14
353;MPC1-81PRD;MPC 8X1 RM;63;80;Auto Multi PC Controller PS2 8PCs/1User, RM DC With Cables;;pimages/mpc1-811prdthum.JPG;;S008;W003;No;0;BayLan;;99;Yes;;No;12
354;FPC22207527;Drop Cable Fiber ST/ST 7M;60;96;7MTR ST/ST Duplex;;pimages/TFPC22203527thum.jpg;pimages/tfpc22203527big.jpg;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;41
358;FPC21703537;Drop Cable Fiber SC/MTRJ 3M;60;96;3MTR SC/MTRJ Duplex;;pimages/bfpx17x53xthum.jpg;pimages/bfp2x7x537big.jpg;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;56
359;FPC61803537;Drop Cable Fiber SC/LC 3M;60;96;3MTR SC/LC Simplex;;pimages/FPC61803537_th.jpg;pimages/FPC61803537_big.gif;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;91
365;FPC21707537;Drop Cable Fiber SC/MTRJ 7M;60;96;7MTR SC/MTRJ Duplex;;pimages/bfpx17x53xthum.jpg;pimages/bfp2x7x537big.jpg;S001;W001;No;0;Generic;;99;Yes;;No;61
366;FPC61807537;Drop Cable Fiber SC/LC 7M;60;96;7MTR SC/LC Simplex;;pimages/FPC61807537_th.jpg;pimages/FPC61807537-b.gif;S001;W001;No;0;Generic;;99;Yes;;No;96
369;TFPC11103128;Drop Cable Fiber SC/SC SM;60;120;3MTR  SC/SC Duplex;;pimages/SC_SCt.jpg;pimages/bfpxxxx527big.jpg;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;1
370;FPC12103128;Drop Cable Fiber ST/SC SM;60;120;3MTR ST/SC Duplex;;pimages/tfpc12103128_thum.jpg;pimages/tfpc12103128_big.jpg;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;11
371;FPC12203128;Drop Cable Fiber ST/ST SM;60;120;3MTR ST/ST Duplex;;pimages/bfp22xxxxxthum.jpg;pimages/bfp22xx527big.jpg;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;21
372;FPC11703138;Drop Cable Fiber SC/MTRJ SM;60;120;3MTR SC/MTRJ Duplex;;pimages/bfpx17x53xthum.jpg;pimages/SC_MTRJ_b.jpg;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;31
373;FPC31803138;Drop Cable Fiber SC/LC SM;60;120;3MTR SC/LC Simplex;;pimages/FPC31803138_thum.jpg;pimages/FPC31803138_big.gif;S001;W001;No;0;Generic;pimages/fiberpc.pdf;99;Yes;;No;51
